"sessionid","applicationid","starttime","endtime","category","use","item","count","time"
76,"GrotonMA","2011-08-03 03:45:38.647+00","2011-08-03 03:51:33.881+00","search","perform search",,2,641
76,"GrotonMA","2011-08-03 03:45:38.647+00","2011-08-03 03:51:33.881+00","search","select property",,1,
76,"GrotonMA","2011-08-03 03:45:38.647+00","2011-08-03 03:51:33.881+00","selection","select parcels",,1,172
76,"GrotonMA","2011-08-03 03:45:38.647+00","2011-08-03 03:51:33.881+00","property info","get property data",,1,1156
76,"GrotonMA","2011-08-03 03:45:38.647+00","2011-08-03 03:51:33.881+00","property info","open panel",,1,
76,"GrotonMA","2011-08-03 03:45:38.647+00","2011-08-03 03:51:33.881+00","map","change thematic map","Topography",1,
76,"GrotonMA","2011-08-03 03:45:38.647+00","2011-08-03 03:51:33.881+00","map","change thematic map","Wetlands",1,
76,"GrotonMA","2011-08-03 03:45:38.647+00","2011-08-03 03:51:33.881+00","map","show printable map form",,3,
76,"GrotonMA","2011-08-03 03:45:38.647+00","2011-08-03 03:51:33.881+00","map","create printable map",,1,
77,"GrotonMA","2011-08-03 05:17:53.531+00","2011-08-03 05:41:41.218+00","search","enter criteria",,2,
77,"GrotonMA","2011-08-03 05:17:53.531+00","2011-08-03 05:41:41.218+00","search","perform search",,2,530
77,"GrotonMA","2011-08-03 05:17:53.531+00","2011-08-03 05:41:41.218+00","search","select property",,1,
77,"GrotonMA","2011-08-03 05:17:53.531+00","2011-08-03 05:41:41.218+00","selection","select parcels",,2,1438
77,"GrotonMA","2011-08-03 05:17:53.531+00","2011-08-03 05:41:41.218+00","property info","get property data",,2,3125
77,"GrotonMA","2011-08-03 05:17:53.531+00","2011-08-03 05:41:41.218+00","property info","open panel",,2,
77,"GrotonMA","2011-08-03 05:17:53.531+00","2011-08-03 05:41:41.218+00","property info","select parcel on map",,1,812
77,"GrotonMA","2011-08-03 05:17:53.531+00","2011-08-03 05:41:41.218+00","map tip","show tip",,18,3268
77,"GrotonMA","2011-08-03 05:17:53.531+00","2011-08-03 05:41:41.218+00","map","change thematic map","Zones and Districts",2,
77,"GrotonMA","2011-08-03 05:17:53.531+00","2011-08-03 05:41:41.218+00","map","change thematic map","Land Use",1,
77,"GrotonMA","2011-08-03 05:17:53.531+00","2011-08-03 05:41:41.218+00","map","show printable map form",,1,
77,"GrotonMA","2011-08-03 05:17:53.531+00","2011-08-03 05:41:41.218+00","map","change base map","OpenStreetMap",1,
77,"GrotonMA","2011-08-03 05:17:53.531+00","2011-08-03 05:41:41.218+00","map","change base map","Base Map",1,
77,"GrotonMA","2011-08-03 05:17:53.531+00","2011-08-03 05:41:41.218+00","map","create printable map",,1,
78,"GrotonMA","2011-08-02 20:55:22.177+00","2011-08-03 07:00:19.189+00","map tip","show tip",,23,4102
78,"GrotonMA","2011-08-02 20:55:22.177+00","2011-08-03 07:00:19.189+00","client info","show site contact",,1,
78,"GrotonMA","2011-08-02 20:55:22.177+00","2011-08-03 07:00:19.189+00","client info","show disclaimer",,1,
78,"GrotonMA","2011-08-02 20:55:22.177+00","2011-08-03 07:00:19.189+00","client info","show comments form",,1,
78,"GrotonMA","2011-08-02 20:55:22.177+00","2011-08-03 07:00:19.189+00","property info","select parcel on map",,5,1818
78,"GrotonMA","2011-08-02 20:55:22.177+00","2011-08-03 07:00:19.189+00","property info","get property data",,5,2156
78,"GrotonMA","2011-08-02 20:55:22.177+00","2011-08-03 07:00:19.189+00","property info","open panel",,1,
78,"GrotonMA","2011-08-02 20:55:22.177+00","2011-08-03 07:00:19.189+00","selection","select parcels",,5,1289
78,"GrotonMA","2011-08-02 20:55:22.177+00","2011-08-03 07:00:19.189+00","map","change thematic map","Zones and Districts",2,
78,"GrotonMA","2011-08-02 20:55:22.177+00","2011-08-03 07:00:19.189+00","map","change thematic map","Land Conservation",1,
78,"GrotonMA","2011-08-02 20:55:22.177+00","2011-08-03 07:00:19.189+00","map","show legend",,1,
78,"GrotonMA","2011-08-02 20:55:22.177+00","2011-08-03 07:00:19.189+00","map","change base map transparency",,1,
78,"GrotonMA","2011-08-02 20:55:22.177+00","2011-08-03 07:00:19.189+00","map","change base map","Aerial Photo",1,
78,"GrotonMA","2011-08-02 20:55:22.177+00","2011-08-03 07:00:19.189+00","search","open panel",,2,
79,"GrotonMA","2011-08-03 07:22:21.132+00","2011-08-03 07:23:53.246+00","map","change base map","Aerial Photo",1,
79,"GrotonMA","2011-08-03 07:22:21.132+00","2011-08-03 07:23:53.246+00","map","change base map","MapQuest",1,
79,"GrotonMA","2011-08-03 07:22:21.132+00","2011-08-03 07:23:53.246+00","map","change base map","OpenStreetMap",1,
79,"GrotonMA","2011-08-03 07:22:21.132+00","2011-08-03 07:23:53.246+00","map","change thematic map","Zones and Districts",1,
79,"GrotonMA","2011-08-03 07:22:21.132+00","2011-08-03 07:23:53.246+00","map","show printable map form",,1,
79,"GrotonMA","2011-08-03 07:22:21.132+00","2011-08-03 07:23:53.246+00","abutters","open panel",,1,
79,"GrotonMA","2011-08-03 07:22:21.132+00","2011-08-03 07:23:53.246+00","client info","show site contact",,1,
81,"GrotonMA","2011-08-03 11:51:40.701+00","2011-08-03 11:55:31.758+00","search","enter criteria",,12,
81,"GrotonMA","2011-08-03 11:51:40.701+00","2011-08-03 11:55:31.758+00","search","perform search",,11,2377
81,"GrotonMA","2011-08-03 11:51:40.701+00","2011-08-03 11:55:31.758+00","search","select property",,1,
81,"GrotonMA","2011-08-03 11:51:40.701+00","2011-08-03 11:55:31.758+00","selection","select parcels",,1,766
81,"GrotonMA","2011-08-03 11:51:40.701+00","2011-08-03 11:55:31.758+00","property info","get property data",,1,782
81,"GrotonMA","2011-08-03 11:51:40.701+00","2011-08-03 11:55:31.758+00","property info","open panel",,1,
81,"GrotonMA","2011-08-03 11:51:40.701+00","2011-08-03 11:55:31.758+00","map tip","show tip",,3,281
82,"GrotonMA","2011-08-03 11:55:55.492+00","2011-08-03 11:57:47.258+00","client info","open panel",,1,
82,"GrotonMA","2011-08-03 11:55:55.492+00","2011-08-03 11:57:47.258+00","search","open panel",,1,
82,"GrotonMA","2011-08-03 11:55:55.492+00","2011-08-03 11:57:47.258+00","property info","open panel",,1,
82,"GrotonMA","2011-08-03 11:55:55.492+00","2011-08-03 11:57:47.258+00","property info","select parcel on map",,1,329
82,"GrotonMA","2011-08-03 11:55:55.492+00","2011-08-03 11:57:47.258+00","property info","get property data",,1,360
82,"GrotonMA","2011-08-03 11:55:55.492+00","2011-08-03 11:57:47.258+00","selection","select parcels",,1,78
82,"GrotonMA","2011-08-03 11:55:55.492+00","2011-08-03 11:57:47.258+00","map","pick measure length tool",,1,
84,"GrotonMA","2011-08-03 13:12:23.911+00","2011-08-03 13:18:11.354+00","search","open panel",,1,
84,"GrotonMA","2011-08-03 13:12:23.911+00","2011-08-03 13:18:11.354+00","search","enter criteria",,6,
84,"GrotonMA","2011-08-03 13:12:23.911+00","2011-08-03 13:18:11.354+00","search","perform search",,6,654
84,"GrotonMA","2011-08-03 13:12:23.911+00","2011-08-03 13:18:11.354+00","search","select property",,1,
84,"GrotonMA","2011-08-03 13:12:23.911+00","2011-08-03 13:18:11.354+00","selection","select parcels",,2,312
84,"GrotonMA","2011-08-03 13:12:23.911+00","2011-08-03 13:18:11.354+00","property info","get property data",,2,327
84,"GrotonMA","2011-08-03 13:12:23.911+00","2011-08-03 13:18:11.354+00","property info","select parcel on map",,1,78
84,"GrotonMA","2011-08-03 13:12:23.911+00","2011-08-03 13:18:11.354+00","property info","open panel",,1,
84,"GrotonMA","2011-08-03 13:12:23.911+00","2011-08-03 13:18:11.354+00","map tip","show tip",,19,935
84,"GrotonMA","2011-08-03 13:12:23.911+00","2011-08-03 13:18:11.354+00","map","pick measure length tool",,4,
84,"GrotonMA","2011-08-03 13:12:23.911+00","2011-08-03 13:18:11.354+00","map","pick identify tool",,4,
86,"GrotonMA","2011-08-03 13:34:44.546+00","2011-08-03 13:38:55+00","search","enter criteria",,13,
86,"GrotonMA","2011-08-03 13:34:44.546+00","2011-08-03 13:38:55+00","search","perform search",,13,2077
86,"GrotonMA","2011-08-03 13:34:44.546+00","2011-08-03 13:38:55+00","search","select property",,1,
86,"GrotonMA","2011-08-03 13:34:44.546+00","2011-08-03 13:38:55+00","selection","select parcels",,4,390
86,"GrotonMA","2011-08-03 13:34:44.546+00","2011-08-03 13:38:55+00","property info","get property data",,4,1281
86,"GrotonMA","2011-08-03 13:34:44.546+00","2011-08-03 13:38:55+00","property info","open panel",,3,
86,"GrotonMA","2011-08-03 13:34:44.546+00","2011-08-03 13:38:55+00","property info","select parcel on map",,3,2485
86,"GrotonMA","2011-08-03 13:34:44.546+00","2011-08-03 13:38:55+00","map tip","show tip",,11,685
87,"GrotonMA","2011-08-03 14:13:24.168+00","2011-08-03 14:29:10.048+00","search","enter criteria",,2,
87,"GrotonMA","2011-08-03 14:13:24.168+00","2011-08-03 14:29:10.048+00","search","perform search",,2,172
87,"GrotonMA","2011-08-03 14:13:24.168+00","2011-08-03 14:29:10.048+00","search","select property",,1,
87,"GrotonMA","2011-08-03 14:13:24.168+00","2011-08-03 14:29:10.048+00","selection","select parcels",,1,187
87,"GrotonMA","2011-08-03 14:13:24.168+00","2011-08-03 14:29:10.048+00","property info","get property data",,1,561
87,"GrotonMA","2011-08-03 14:13:24.168+00","2011-08-03 14:29:10.048+00","property info","open panel",,1,
87,"GrotonMA","2011-08-03 14:13:24.168+00","2011-08-03 14:29:10.048+00","map tip","show tip",,9,833
88,"GrotonMA","2011-08-03 15:05:03.301+00","2011-08-03 15:19:04.34+00","search","enter criteria",,6,
88,"GrotonMA","2011-08-03 15:05:03.301+00","2011-08-03 15:19:04.34+00","search","perform search",,5,6813
88,"GrotonMA","2011-08-03 15:05:03.301+00","2011-08-03 15:19:04.34+00","search","select property",,1,
88,"GrotonMA","2011-08-03 15:05:03.301+00","2011-08-03 15:19:04.34+00","search","change page",,1,
88,"GrotonMA","2011-08-03 15:05:03.301+00","2011-08-03 15:19:04.34+00","selection","select parcels",,12,9155
88,"GrotonMA","2011-08-03 15:05:03.301+00","2011-08-03 15:19:04.34+00","property info","get property data",,11,7252
88,"GrotonMA","2011-08-03 15:05:03.301+00","2011-08-03 15:19:04.34+00","property info","select parcel on map",,10,7000
88,"GrotonMA","2011-08-03 15:05:03.301+00","2011-08-03 15:19:04.34+00","map tip","show tip",,69,48079
88,"GrotonMA","2011-08-03 15:05:03.301+00","2011-08-03 15:19:04.34+00","map tip","select parcel",,1,
88,"GrotonMA","2011-08-03 15:05:03.301+00","2011-08-03 15:19:04.34+00","map","change thematic map","Wetlands",1,
90,"GrotonMA","2011-08-03 14:44:55.745+00","2011-08-03 16:00:00.992+00","search","enter criteria",,5,
90,"GrotonMA","2011-08-03 14:44:55.745+00","2011-08-03 16:00:00.992+00","search","perform search",,4,532
90,"GrotonMA","2011-08-03 14:44:55.745+00","2011-08-03 16:00:00.992+00","search","select property",,1,
90,"GrotonMA","2011-08-03 14:44:55.745+00","2011-08-03 16:00:00.992+00","selection","select parcels",,4,1047
90,"GrotonMA","2011-08-03 14:44:55.745+00","2011-08-03 16:00:00.992+00","property info","get property data",,4,969
90,"GrotonMA","2011-08-03 14:44:55.745+00","2011-08-03 16:00:00.992+00","property info","open panel",,1,
90,"GrotonMA","2011-08-03 14:44:55.745+00","2011-08-03 16:00:00.992+00","property info","select parcel on map",,3,1673
90,"GrotonMA","2011-08-03 14:44:55.745+00","2011-08-03 16:00:00.992+00","map tip","show tip",,16,845
90,"GrotonMA","2011-08-03 14:44:55.745+00","2011-08-03 16:00:00.992+00","map","change thematic map","Land Conservation",1,
90,"GrotonMA","2011-08-03 14:44:55.745+00","2011-08-03 16:00:00.992+00","map","show legend",,2,
90,"GrotonMA","2011-08-03 14:44:55.745+00","2011-08-03 16:00:00.992+00","client info","show site contact",,1,
91,"GrotonMA","2011-08-03 16:27:36.524+00","2011-08-03 16:30:46.502+00","search","enter criteria",,9,
91,"GrotonMA","2011-08-03 16:27:36.524+00","2011-08-03 16:30:46.502+00","search","perform search",,9,1613
91,"GrotonMA","2011-08-03 16:27:36.524+00","2011-08-03 16:30:46.502+00","search","select property",,1,
91,"GrotonMA","2011-08-03 16:27:36.524+00","2011-08-03 16:30:46.502+00","search","select multiple properties",,1,
91,"GrotonMA","2011-08-03 16:27:36.524+00","2011-08-03 16:30:46.502+00","map","change base map","OpenStreetMap",1,
91,"GrotonMA","2011-08-03 16:27:36.524+00","2011-08-03 16:30:46.502+00","property info","open panel",,4,
91,"GrotonMA","2011-08-03 16:27:36.524+00","2011-08-03 16:30:46.502+00","property info","get property data",,6,1134
91,"GrotonMA","2011-08-03 16:27:36.524+00","2011-08-03 16:30:46.502+00","property info","select parcel on map",,4,890
91,"GrotonMA","2011-08-03 16:27:36.524+00","2011-08-03 16:30:46.502+00","selection","select parcels",,6,1344
91,"GrotonMA","2011-08-03 16:27:36.524+00","2011-08-03 16:30:46.502+00","map tip","show tip",,9,707
92,"GrotonMA","2011-08-03 16:44:50.992+00","2011-08-03 16:50:39.547+00","search","enter criteria",,2,
92,"GrotonMA","2011-08-03 16:44:50.992+00","2011-08-03 16:50:39.547+00","search","perform search",,2,243
92,"GrotonMA","2011-08-03 16:44:50.992+00","2011-08-03 16:50:39.547+00","search","select property",,2,
92,"GrotonMA","2011-08-03 16:44:50.992+00","2011-08-03 16:50:39.547+00","selection","select parcels",,2,480
92,"GrotonMA","2011-08-03 16:44:50.992+00","2011-08-03 16:50:39.547+00","property info","get property data",,2,860
92,"GrotonMA","2011-08-03 16:44:50.992+00","2011-08-03 16:50:39.547+00","property info","open panel",,2,
92,"GrotonMA","2011-08-03 16:44:50.992+00","2011-08-03 16:50:39.547+00","map","change base map","Aerial Photo",1,
92,"GrotonMA","2011-08-03 16:44:50.992+00","2011-08-03 16:50:39.547+00","map tip","show tip",,31,1523
93,"GrotonMA","2011-08-03 16:46:47.875+00","2011-08-03 16:59:29.531+00","map","change thematic map","Zones and Districts",1,
93,"GrotonMA","2011-08-03 16:46:47.875+00","2011-08-03 16:59:29.531+00","search","enter criteria",,21,
93,"GrotonMA","2011-08-03 16:46:47.875+00","2011-08-03 16:59:29.531+00","search","perform search",,27,4611
93,"GrotonMA","2011-08-03 16:46:47.875+00","2011-08-03 16:59:29.531+00","search","change page",,7,
93,"GrotonMA","2011-08-03 16:46:47.875+00","2011-08-03 16:59:29.531+00","search","select property",,1,
93,"GrotonMA","2011-08-03 16:46:47.875+00","2011-08-03 16:59:29.531+00","selection","select parcels",,4,688
93,"GrotonMA","2011-08-03 16:46:47.875+00","2011-08-03 16:59:29.531+00","property info","get property data",,4,938
93,"GrotonMA","2011-08-03 16:46:47.875+00","2011-08-03 16:59:29.531+00","property info","open panel",,3,
93,"GrotonMA","2011-08-03 16:46:47.875+00","2011-08-03 16:59:29.531+00","property info","select parcel on map",,2,406
93,"GrotonMA","2011-08-03 16:46:47.875+00","2011-08-03 16:59:29.531+00","map tip","show tip",,13,1780
93,"GrotonMA","2011-08-03 16:46:47.875+00","2011-08-03 16:59:29.531+00","map tip","select parcel",,1,
94,"GrotonMA","2011-08-03 17:32:13.716+00","2011-08-03 17:33:33.556+00","property info","open panel",,1,
94,"GrotonMA","2011-08-03 17:32:13.716+00","2011-08-03 17:33:33.556+00","property info","get property data",,2,1770
94,"GrotonMA","2011-08-03 17:32:13.716+00","2011-08-03 17:33:33.556+00","search","enter criteria",,2,
94,"GrotonMA","2011-08-03 17:32:13.716+00","2011-08-03 17:33:33.556+00","search","perform search",,2,100
94,"GrotonMA","2011-08-03 17:32:13.716+00","2011-08-03 17:33:33.556+00","search","select property",,2,
94,"GrotonMA","2011-08-03 17:32:13.716+00","2011-08-03 17:33:33.556+00","selection","select parcels",,2,72
95,"GrotonMA","2011-08-03 17:58:04.398+00","2011-08-03 17:58:52.135+00","map","change thematic map transparency",,1,
95,"GrotonMA","2011-08-03 17:58:04.398+00","2011-08-03 17:58:52.135+00","map","change thematic map","Hazard Mitigation",1,
95,"GrotonMA","2011-08-03 17:58:04.398+00","2011-08-03 17:58:52.135+00","map","change thematic map","Natural Resource Protection",1,
95,"GrotonMA","2011-08-03 17:58:04.398+00","2011-08-03 17:58:52.135+00","map","change thematic map","Wetlands",1,
96,"GrotonMA","2011-08-03 18:22:43.164+00","2011-08-03 18:23:28.19+00","search","open panel",,1,
96,"GrotonMA","2011-08-03 18:22:43.164+00","2011-08-03 18:23:28.19+00","search","enter criteria",,3,
96,"GrotonMA","2011-08-03 18:22:43.164+00","2011-08-03 18:23:28.19+00","search","perform search",,3,305
96,"GrotonMA","2011-08-03 18:22:43.164+00","2011-08-03 18:23:28.19+00","search","select property",,1,
96,"GrotonMA","2011-08-03 18:22:43.164+00","2011-08-03 18:23:28.19+00","selection","select parcels",,3,264
96,"GrotonMA","2011-08-03 18:22:43.164+00","2011-08-03 18:23:28.19+00","property info","get property data",,3,535
96,"GrotonMA","2011-08-03 18:22:43.164+00","2011-08-03 18:23:28.19+00","property info","open panel",,2,
96,"GrotonMA","2011-08-03 18:22:43.164+00","2011-08-03 18:23:28.19+00","property info","select parcel on map",,2,141
96,"GrotonMA","2011-08-03 18:22:43.164+00","2011-08-03 18:23:28.19+00","map tip","show tip",,2,169
97,"GrotonMA","2011-08-03 18:52:30.304+00","2011-08-03 18:57:46.139+00","search","enter criteria",,2,
97,"GrotonMA","2011-08-03 18:52:30.304+00","2011-08-03 18:57:46.139+00","search","perform search",,2,120
97,"GrotonMA","2011-08-03 18:52:30.304+00","2011-08-03 18:57:46.139+00","search","select property",,3,
97,"GrotonMA","2011-08-03 18:52:30.304+00","2011-08-03 18:57:46.139+00","search","select multiple properties",,1,
97,"GrotonMA","2011-08-03 18:52:30.304+00","2011-08-03 18:57:46.139+00","selection","select parcels",,7,983
97,"GrotonMA","2011-08-03 18:52:30.304+00","2011-08-03 18:57:46.139+00","property info","get property data",,7,2201
97,"GrotonMA","2011-08-03 18:52:30.304+00","2011-08-03 18:57:46.139+00","property info","open panel",,4,
97,"GrotonMA","2011-08-03 18:52:30.304+00","2011-08-03 18:57:46.139+00","property info","select parcel on map",,3,312
97,"GrotonMA","2011-08-03 18:52:30.304+00","2011-08-03 18:57:46.139+00","map tip","show tip",,9,448
98,"GrotonMA","2011-08-03 19:05:46.776+00","2011-08-03 19:12:44.979+00","search","enter criteria",,3,
98,"GrotonMA","2011-08-03 19:05:46.776+00","2011-08-03 19:12:44.979+00","search","perform search",,3,359
98,"GrotonMA","2011-08-03 19:05:46.776+00","2011-08-03 19:12:44.979+00","search","select property",,1,
98,"GrotonMA","2011-08-03 19:05:46.776+00","2011-08-03 19:12:44.979+00","selection","select parcels",,4,437
98,"GrotonMA","2011-08-03 19:05:46.776+00","2011-08-03 19:12:44.979+00","property info","get property data",,4,1594
98,"GrotonMA","2011-08-03 19:05:46.776+00","2011-08-03 19:12:44.979+00","property info","open panel",,4,
98,"GrotonMA","2011-08-03 19:05:46.776+00","2011-08-03 19:12:44.979+00","property info","select parcel on map",,3,297
98,"GrotonMA","2011-08-03 19:05:46.776+00","2011-08-03 19:12:44.979+00","map","show printable map form",,2,
98,"GrotonMA","2011-08-03 19:05:46.776+00","2011-08-03 19:12:44.979+00","map","create printable map",,2,
98,"GrotonMA","2011-08-03 19:05:46.776+00","2011-08-03 19:12:44.979+00","map tip","show tip",,6,578
99,"GrotonMA","2011-08-03 19:20:05.26+00","2011-08-03 19:23:00.823+00","search","open panel",,1,
99,"GrotonMA","2011-08-03 19:20:05.26+00","2011-08-03 19:23:00.823+00","search","enter criteria",,6,
99,"GrotonMA","2011-08-03 19:20:05.26+00","2011-08-03 19:23:00.823+00","search","perform search",,6,938
99,"GrotonMA","2011-08-03 19:20:05.26+00","2011-08-03 19:23:00.823+00","search","select property",,2,
99,"GrotonMA","2011-08-03 19:20:05.26+00","2011-08-03 19:23:00.823+00","selection","select parcels",,5,516
99,"GrotonMA","2011-08-03 19:20:05.26+00","2011-08-03 19:23:00.823+00","property info","get property data",,5,1812
99,"GrotonMA","2011-08-03 19:20:05.26+00","2011-08-03 19:23:00.823+00","property info","open panel",,5,
99,"GrotonMA","2011-08-03 19:20:05.26+00","2011-08-03 19:23:00.823+00","property info","select parcel on map",,3,405
99,"GrotonMA","2011-08-03 19:20:05.26+00","2011-08-03 19:23:00.823+00","map tip","show tip",,3,218
100,"GrotonMA","2011-08-03 19:22:31.632+00","2011-08-03 19:30:07.157+00","search","open panel",,1,
100,"GrotonMA","2011-08-03 19:22:31.632+00","2011-08-03 19:30:07.157+00","search","enter criteria",,7,
100,"GrotonMA","2011-08-03 19:22:31.632+00","2011-08-03 19:30:07.157+00","search","perform search",,6,590
100,"GrotonMA","2011-08-03 19:22:31.632+00","2011-08-03 19:30:07.157+00","search","select property",,1,
100,"GrotonMA","2011-08-03 19:22:31.632+00","2011-08-03 19:30:07.157+00","selection","select parcels",,3,340
100,"GrotonMA","2011-08-03 19:22:31.632+00","2011-08-03 19:30:07.157+00","property info","get property data",,3,960
100,"GrotonMA","2011-08-03 19:22:31.632+00","2011-08-03 19:30:07.157+00","property info","open panel",,2,
100,"GrotonMA","2011-08-03 19:22:31.632+00","2011-08-03 19:30:07.157+00","property info","select parcel on map",,2,201
100,"GrotonMA","2011-08-03 19:22:31.632+00","2011-08-03 19:30:07.157+00","map tip","show tip",,4,341
101,"GrotonMA","2011-08-03 19:43:52.01+00","2011-08-03 19:45:39.479+00","search","enter criteria",,2,
101,"GrotonMA","2011-08-03 19:43:52.01+00","2011-08-03 19:45:39.479+00","search","perform search",,2,312
101,"GrotonMA","2011-08-03 19:43:52.01+00","2011-08-03 19:45:39.479+00","search","select property",,1,
101,"GrotonMA","2011-08-03 19:43:52.01+00","2011-08-03 19:45:39.479+00","selection","select parcels",,2,234
101,"GrotonMA","2011-08-03 19:43:52.01+00","2011-08-03 19:45:39.479+00","property info","get property data",,2,735
101,"GrotonMA","2011-08-03 19:43:52.01+00","2011-08-03 19:45:39.479+00","property info","select parcel on map",,1,93
101,"GrotonMA","2011-08-03 19:43:52.01+00","2011-08-03 19:45:39.479+00","property info","open panel",,1,
101,"GrotonMA","2011-08-03 19:43:52.01+00","2011-08-03 19:45:39.479+00","map tip","show tip",,1,79
102,"GrotonMA","2011-08-03 20:01:25.177+00","2011-08-03 20:02:43.981+00","search","enter criteria",,10,
102,"GrotonMA","2011-08-03 20:01:25.177+00","2011-08-03 20:02:43.981+00","search","perform search",,7,591
102,"GrotonMA","2011-08-03 20:01:25.177+00","2011-08-03 20:02:43.981+00","search","sort",,1,
103,"GrotonMA","2011-08-03 20:02:55.337+00","2011-08-03 20:03:23.948+00","search","enter criteria",,2,
103,"GrotonMA","2011-08-03 20:02:55.337+00","2011-08-03 20:03:23.948+00","search","perform search",,2,140
103,"GrotonMA","2011-08-03 20:02:55.337+00","2011-08-03 20:03:23.948+00","property info","open panel",,1,
104,"GrotonMA","2011-08-03 20:04:09.403+00","2011-08-03 20:06:47.921+00","search","enter criteria",,8,
104,"GrotonMA","2011-08-03 20:04:09.403+00","2011-08-03 20:06:47.921+00","search","perform search",,7,662
104,"GrotonMA","2011-08-03 20:04:09.403+00","2011-08-03 20:06:47.921+00","property info","open panel",,1,
104,"GrotonMA","2011-08-03 20:04:09.403+00","2011-08-03 20:06:47.921+00","client info","open panel",,1,
105,"GrotonMA","2011-08-03 20:07:39.435+00","2011-08-03 20:08:00.025+00","search","enter criteria",,5,
105,"GrotonMA","2011-08-03 20:07:39.435+00","2011-08-03 20:08:00.025+00","search","perform search",,5,410
107,"GrotonMA","2011-08-03 20:14:25.75+00","2011-08-03 20:22:35.156+00","search","enter criteria",,3,
107,"GrotonMA","2011-08-03 20:14:25.75+00","2011-08-03 20:22:35.156+00","search","perform search",,3,609
107,"GrotonMA","2011-08-03 20:14:25.75+00","2011-08-03 20:22:35.156+00","search","select property",,1,
107,"GrotonMA","2011-08-03 20:14:25.75+00","2011-08-03 20:22:35.156+00","selection","select parcels",,1,266
107,"GrotonMA","2011-08-03 20:14:25.75+00","2011-08-03 20:22:35.156+00","property info","get property data",,1,1078
107,"GrotonMA","2011-08-03 20:14:25.75+00","2011-08-03 20:22:35.156+00","property info","open panel",,2,
107,"GrotonMA","2011-08-03 20:14:25.75+00","2011-08-03 20:22:35.156+00","map","show printable map form",,1,
107,"GrotonMA","2011-08-03 20:14:25.75+00","2011-08-03 20:22:35.156+00","map","create printable map",,1,
107,"GrotonMA","2011-08-03 20:14:25.75+00","2011-08-03 20:22:35.156+00","map tip","show tip",,1,93
108,"GrotonMA","2011-08-03 17:39:45.872+00","2011-08-03 20:31:41.39+00","search","enter criteria",,8,
108,"GrotonMA","2011-08-03 17:39:45.872+00","2011-08-03 20:31:41.39+00","search","perform search",,8,508
108,"GrotonMA","2011-08-03 17:39:45.872+00","2011-08-03 20:31:41.39+00","search","select property",,2,
108,"GrotonMA","2011-08-03 17:39:45.872+00","2011-08-03 20:31:41.39+00","selection","select parcels",,2,106
108,"GrotonMA","2011-08-03 17:39:45.872+00","2011-08-03 20:31:41.39+00","property info","get property data",,2,1015
108,"GrotonMA","2011-08-03 17:39:45.872+00","2011-08-03 20:31:41.39+00","property info","open panel",,2,
108,"GrotonMA","2011-08-03 17:39:45.872+00","2011-08-03 20:31:41.39+00","map tip","show tip",,6,369
109,"GrotonMA","2011-08-03 20:41:33.157+00","2011-08-03 20:42:30.356+00","search","enter criteria",,1,
109,"GrotonMA","2011-08-03 20:41:33.157+00","2011-08-03 20:42:30.356+00","search","perform search",,1,78
110,"GrotonMA","2011-08-03 20:54:55.092+00","2011-08-03 20:55:22.745+00","map","show legend",,1,
112,"GrotonMA","2011-08-03 20:55:55.063+00","2011-08-03 20:58:27.374+00","map","show printable map form",,1,
115,"GrotonMA","2011-08-03 17:07:30.108+00","2011-08-03 21:06:34.448+00","search","enter criteria",,12,
115,"GrotonMA","2011-08-03 17:07:30.108+00","2011-08-03 21:06:34.448+00","search","perform search",,12,984
115,"GrotonMA","2011-08-03 17:07:30.108+00","2011-08-03 21:06:34.448+00","search","select property",,5,
115,"GrotonMA","2011-08-03 17:07:30.108+00","2011-08-03 21:06:34.448+00","map","change thematic map","Topography",2,
115,"GrotonMA","2011-08-03 17:07:30.108+00","2011-08-03 21:06:34.448+00","map","change thematic map","Zones and Districts",2,
115,"GrotonMA","2011-08-03 17:07:30.108+00","2011-08-03 21:06:34.448+00","map","change thematic map","Hazard Mitigation",3,
115,"GrotonMA","2011-08-03 17:07:30.108+00","2011-08-03 21:06:34.448+00","map","change thematic map","Land Conservation",1,
115,"GrotonMA","2011-08-03 17:07:30.108+00","2011-08-03 21:06:34.448+00","map","change thematic map","Water Resource Protection",1,
115,"GrotonMA","2011-08-03 17:07:30.108+00","2011-08-03 21:06:34.448+00","map","change thematic map","Wetlands",1,
115,"GrotonMA","2011-08-03 17:07:30.108+00","2011-08-03 21:06:34.448+00","map","change thematic map","Land Use",1,
115,"GrotonMA","2011-08-03 17:07:30.108+00","2011-08-03 21:06:34.448+00","map","change thematic map","none",1,
115,"GrotonMA","2011-08-03 17:07:30.108+00","2011-08-03 21:06:34.448+00","map","pick identify tool",,14,
115,"GrotonMA","2011-08-03 17:07:30.108+00","2011-08-03 21:06:34.448+00","map","pick measure length tool",,1,
115,"GrotonMA","2011-08-03 17:07:30.108+00","2011-08-03 21:06:34.448+00","selection","select parcels",,22,11857
115,"GrotonMA","2011-08-03 17:07:30.108+00","2011-08-03 21:06:34.448+00","property info","get property data",,22,17765
115,"GrotonMA","2011-08-03 17:07:30.108+00","2011-08-03 21:06:34.448+00","property info","open panel",,13,
